                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    733,                0.72023,                 1.0083,                0.52675,                0.96389,                0.71836,                0.49945,                0.57744,                0.34856,                0.63534,                0.49238,                0.52823,                0.29419,                 1.4786,                 2.8709,                 1.3798,                   1.65,              0.0027532,              0.0027532,              0.0027532
                    734,                0.71982,                0.99829,                0.53937,                0.96148,                0.72082,                0.50165,                 0.5844,                0.34599,                0.67549,                0.48644,                0.53381,                0.28993,                  1.496,                 2.7357,                  1.352,                 1.6788,              0.0027433,              0.0027433,              0.0027433
                    735,                0.70982,                 1.0184,                0.53159,                0.96241,                0.76917,                0.49676,                0.59281,                0.35808,                 0.7363,                0.48785,                0.55158,                0.28303,                 1.4571,                 2.7237,                 1.3491,                 1.6595,              0.0027334,              0.0027334,              0.0027334
                    736,                0.72962,                 1.0123,                   0.54,                0.97235,                0.63857,                0.54988,                0.58104,                0.35224,                0.60832,                 0.5272,                0.53258,                0.27784,                 1.4709,                 2.7251,                 1.3432,                 1.6707,              0.0027235,              0.0027235,              0.0027235
                    737,                0.70859,                0.98118,                0.51559,                0.97024,                0.64618,                0.53746,                0.57153,                0.35075,                0.64426,                0.53387,                0.53588,                0.28221,                 1.4821,                  2.659,                 1.3381,                 1.6606,              0.0027136,              0.0027136,              0.0027136
                    738,                0.72139,                 1.0209,                0.53455,                0.97421,                0.67648,                0.51524,                 0.5689,                0.34661,                0.65788,                0.50206,                0.52577,                0.28266,                 1.5004,                 2.6874,                 1.3573,                 1.6716,              0.0027037,              0.0027037,              0.0027037
                    739,                  0.722,                 1.0159,                 0.5383,                0.97416,                0.66517,                0.53078,                0.57422,                0.34136,                0.62085,                0.52864,                0.53256,                0.28493,                  1.496,                 2.7498,                 1.3348,                 1.6748,              0.0026938,              0.0026938,              0.0026938
                    740,                0.73648,                 1.0422,                0.53981,                0.97262,                0.62332,                0.55441,                0.56297,                0.33639,                0.60503,                0.53528,                0.52772,                0.28755,                 1.5173,                 2.9396,                 1.3328,                 1.6754,              0.0026839,              0.0026839,              0.0026839
                    741,                0.72252,                 1.0166,                0.53241,                0.96728,                0.61569,                0.56409,                0.56832,                0.33817,                0.59834,                0.54576,                0.52796,                0.27988,                 1.5099,                 2.9174,                 1.3004,                 1.6785,               0.002674,               0.002674,               0.002674
                    742,                0.72751,                  1.049,                0.53824,                0.97938,                0.74576,                 0.4988,                0.57421,                0.34482,                0.68224,                0.47906,                0.52098,                0.27986,                   1.46,                  2.757,                 1.2841,                  1.639,              0.0026641,              0.0026641,              0.0026641
                    743,                0.75656,                 1.0753,                0.56225,                0.98035,                0.71303,                0.49891,                0.56077,                0.33089,                0.66269,                 0.4873,                0.49884,                0.25689,                 1.5086,                 2.7989,                 1.3307,                 1.6792,              0.0026542,              0.0026542,              0.0026542
                    744,                0.71272,                 1.0091,                0.53456,                0.97444,                 0.7043,                0.52378,                0.57432,                0.34891,                0.66172,                0.50679,                0.51359,                0.27231,                 1.4552,                 2.8365,                 1.2693,                 1.6376,              0.0026443,              0.0026443,              0.0026443
                    745,                0.71637,                 1.0208,                0.53634,                0.97157,                0.73946,                0.51443,                0.59114,                0.35778,                0.70742,                0.50559,                0.53531,                0.27215,                 1.4665,                  2.814,                 1.2629,                  1.625,              0.0026344,              0.0026344,              0.0026344
                    746,                 0.7123,                0.97833,                0.52619,                0.95952,                0.74092,                0.51069,                 0.5784,                0.33925,                0.76132,                0.49699,                0.53781,                0.26599,                 1.4973,                 2.8255,                  1.299,                 1.6589,              0.0026245,              0.0026245,              0.0026245
                    747,                 0.7177,                 0.9964,                0.53595,                0.97256,                0.66478,                0.53124,                0.54584,                0.33281,                0.64543,                0.51131,                0.50847,                0.26266,                  1.519,                 2.8161,                 1.3351,                 1.6744,              0.0026146,              0.0026146,              0.0026146
                    748,                0.71354,                0.99262,                0.53095,                0.96971,                0.68314,                0.51383,                0.57923,                0.35837,                0.65631,                0.49762,                0.52556,                0.28433,                 1.4733,                 2.8889,                 1.3077,                 1.6375,              0.0026047,              0.0026047,              0.0026047
                    749,                0.74246,                 1.0516,                 0.5488,                0.97892,                0.68962,                0.51889,                 0.5683,                0.35422,                0.66329,                0.48697,                0.51047,                0.27576,                 1.4813,                 2.8513,                  1.354,                 1.6446,              0.0025948,              0.0025948,              0.0025948
                    750,                 0.7413,                  1.069,                0.54611,                0.97314,                0.70519,                0.50177,                0.57417,                0.35564,                0.67103,                0.47425,                0.50699,                0.27348,                 1.4412,                 2.7696,                 1.3276,                 1.6231,              0.0025849,              0.0025849,              0.0025849
                    751,                0.72391,                 1.0332,                0.53827,                0.97108,                0.69503,                0.49329,                0.56474,                0.34631,                0.63761,                0.51441,                0.52963,                0.27279,                 1.4426,                 2.7415,                 1.3395,                 1.6373,               0.002575,               0.002575,               0.002575
                    752,                0.71578,                 1.0193,                0.53203,                0.96615,                0.67193,                 0.5201,                0.56766,                0.34297,                0.62323,                0.49823,                0.51243,                   0.27,                 1.4332,                 2.7382,                 1.3692,                 1.6201,              0.0025651,              0.0025651,              0.0025651
                    753,                0.70208,                 0.9768,                0.52275,                0.96245,                0.62988,                0.53737,                0.57319,                0.35003,                0.60713,                0.51629,                0.52549,                0.27777,                 1.4296,                 2.7201,                 1.3487,                 1.6244,              0.0025552,              0.0025552,              0.0025552
                    754,                0.71906,                  1.011,                0.53698,                0.97571,                0.62529,                0.52798,                0.57062,                0.33855,                0.61969,                0.51429,                0.51477,                0.27686,                  1.439,                 2.7212,                 1.3474,                 1.6471,              0.0025453,              0.0025453,              0.0025453
                    755,                 0.7075,                0.99073,                0.52759,                0.97819,                 0.6888,                0.50937,                0.57504,                 0.3354,                0.64803,                0.47926,                0.51093,                0.27165,                 1.4617,                  2.783,                 1.3663,                 1.6486,              0.0025354,              0.0025354,              0.0025354
                    756,                0.71114,                 1.0035,                0.52535,                0.96775,                0.58929,                0.55903,                0.56097,                0.32776,                0.57865,                0.53593,                0.51777,                0.27128,                 1.4769,                 2.9279,                 1.4119,                 1.6367,              0.0025255,              0.0025255,              0.0025255
                    757,                0.74615,                 1.0622,                0.54956,                0.97833,                0.61294,                0.54759,                0.55236,                0.32333,                0.58945,                0.55181,                0.51067,                0.26685,                 1.4695,                 2.9661,                 1.3931,                 1.6009,              0.0025156,              0.0025156,              0.0025156
                    758,                 0.7247,                 1.0194,                0.53537,                0.96594,                0.70839,                0.49486,                0.56165,                0.33768,                0.62601,                0.51086,                0.51372,                0.26418,                 1.4727,                 2.9012,                 1.3029,                 1.6384,              0.0025057,              0.0025057,              0.0025057
                    759,                0.70895,                 1.0137,                0.52755,                0.95455,                0.64069,                0.53367,                0.56676,                 0.3328,                0.68274,                0.49623,                0.52683,                0.27011,                  1.474,                 2.8436,                 1.3011,                 1.6547,              0.0024958,              0.0024958,              0.0024958
                    760,                0.71481,                 1.0211,                0.53196,                 0.9648,                0.70591,                0.50969,                0.57354,                0.33586,                 0.6587,                0.46846,                0.49466,                0.26745,                 1.4868,                 2.7732,                 1.3106,                 1.6686,              0.0024859,              0.0024859,              0.0024859
                    761,                0.69444,                0.97937,                0.51397,                 0.9619,                0.73596,                0.46843,                 0.5557,                 0.3279,                0.69754,                0.45038,                0.52381,                0.27418,                 1.4692,                 2.7259,                 1.3966,                 1.6402,               0.002476,               0.002476,               0.002476
                    762,                0.70365,                 1.0152,                0.51824,                0.95543,                0.74323,                0.46738,                0.53045,                0.31861,                0.71164,                0.44646,                0.49033,                 0.2583,                  1.486,                 2.7656,                 1.4567,                 1.6546,              0.0024661,              0.0024661,              0.0024661
                    763,                0.72172,                 1.0304,                0.53205,                0.97566,                0.70539,                0.47588,                0.52318,                0.31489,                 0.6683,                0.46145,                0.48651,                0.25696,                 1.5148,                 2.8472,                 1.5002,                 1.7054,              0.0024562,              0.0024562,              0.0024562
                    764,                 0.7287,                 1.0133,                0.53735,                0.98123,                0.69644,                0.52036,                0.57053,                0.34874,                0.66281,                0.49162,                0.52372,                0.28824,                 1.4798,                 2.7254,                 1.3518,                 1.6681,              0.0024463,              0.0024463,              0.0024463
                    765,                0.72783,                 1.0032,                0.52726,                0.96951,                 0.5976,                0.51755,                0.54807,                0.33785,                0.60311,                0.50684,                0.50291,                0.27559,                 1.5414,                 2.8585,                  1.472,                  1.726,              0.0024364,              0.0024364,              0.0024364
                    766,                0.73865,                 1.0552,                0.53487,                0.96879,                0.61489,                0.48098,                0.54187,                0.33055,                 0.5922,                0.47351,                0.48673,                0.26488,                 1.5849,                 2.9758,                 1.5815,                 1.7476,              0.0024265,              0.0024265,              0.0024265
                    767,                0.74109,                 1.0563,                0.54119,                0.97665,                0.62113,                0.50085,                0.54944,                0.32735,                0.60183,                0.47981,                0.48774,                0.26769,                 1.5877,                 2.8795,                 1.5925,                 1.7764,              0.0024166,              0.0024166,              0.0024166
                    768,                0.75191,                 1.0894,                0.56174,                0.98978,                  0.821,                0.47453,                0.56992,                0.34709,                0.77633,                0.43962,                0.51164,                0.28268,                 1.5204,                 2.6503,                 1.4226,                 1.7221,              0.0024067,              0.0024067,              0.0024067
                    769,                0.71172,                0.98668,                0.52815,                0.97704,                0.74997,                0.48118,                0.58268,                0.35402,                0.72041,                0.47076,                   0.54,                 0.2812,                 1.4568,                 2.6222,                 1.3485,                 1.6734,              0.0023968,              0.0023968,              0.0023968
                    770,                0.71518,                 1.0221,                0.53493,                0.97711,                0.70903,                0.51371,                0.57772,                0.35383,                 0.6747,                 0.5261,                 0.5601,                0.28099,                 1.4463,                 2.7341,                 1.3299,                 1.6494,              0.0023869,              0.0023869,              0.0023869
                    771,                0.72073,                 1.0224,                0.52979,                0.97197,                0.68992,                0.51884,                0.57603,                0.35131,                 0.6348,                0.54987,                0.55493,                0.28479,                 1.4465,                  2.702,                 1.3732,                  1.634,               0.002377,               0.002377,               0.002377
                    772,                0.72812,                 1.0425,                0.53536,                0.97878,                0.66689,                0.54355,                0.57819,                0.35398,                0.66291,                0.53952,                  0.557,                0.28396,                   1.44,                 2.7865,                 1.3604,                 1.6171,              0.0023671,              0.0023671,              0.0023671
                    773,                0.73035,                  1.032,                0.54403,                0.96708,                0.67594,                0.53914,                0.58526,                0.35777,                0.62968,                0.54294,                0.55237,                0.28825,                 1.4046,                 2.8824,                 1.3595,                 1.5763,              0.0023572,              0.0023572,              0.0023572
                    774,                 0.7182,                0.98833,                0.53058,                0.97422,                0.61451,                0.56799,                0.58174,                 0.3522,                0.59196,                0.56548,                0.54605,                0.28332,                 1.3949,                 2.8635,                 1.3011,                 1.5621,              0.0023473,              0.0023473,              0.0023473
                    775,                0.70822,                0.99483,                0.51502,                0.95436,                0.62078,                0.56413,                0.57624,                0.34545,                 0.5769,                0.52358,                0.50483,                0.26935,                 1.4202,                  2.841,                 1.3001,                  1.601,              0.0023374,              0.0023374,              0.0023374
                    776,                0.69742,                 1.0102,                0.52049,                0.95729,                0.62937,                0.56757,                0.57137,                0.35124,                0.59669,                0.54143,                0.51497,                0.27303,                 1.4383,                 2.8264,                 1.3267,                 1.6272,              0.0023275,              0.0023275,              0.0023275
                    777,                0.70512,                 1.0337,                0.52762,                0.96347,                0.69096,                0.52138,                0.58059,                0.35669,                 0.5969,                0.54667,                0.53187,                0.27635,                 1.4482,                 2.8468,                 1.3169,                 1.6415,              0.0023176,              0.0023176,              0.0023176
                    778,                0.70388,                 1.0008,                0.51836,                0.95192,                0.60961,                0.55767,                0.56376,                0.34643,                0.59388,                0.54265,                0.52733,                0.27865,                 1.4796,                 2.7687,                 1.3243,                 1.6693,              0.0023077,              0.0023077,              0.0023077
                    779,                0.68913,                0.96069,                0.50807,                0.95576,                0.59669,                0.54339,                0.54435,                 0.3354,                 0.5879,                0.53758,                0.51091,                0.26738,                  1.516,                 2.8049,                 1.3395,                  1.719,              0.0022978,              0.0022978,              0.0022978
                    780,                0.68569,                0.97238,                0.51068,                0.95223,                0.69302,                0.50009,                0.54824,                0.33763,                0.57124,                 0.5616,                0.52672,                0.27138,                 1.4979,                 2.8371,                 1.3209,                 1.7016,              0.0022879,              0.0022879,              0.0022879
                    781,                0.70767,                0.98595,                0.52046,                0.96021,                0.62626,                0.52335,                0.54565,                0.33688,                0.56859,                0.54825,                0.51817,                0.27348,                 1.4643,                 2.7952,                 1.3001,                 1.6834,               0.002278,               0.002278,               0.002278
                    782,                0.69072,                0.98913,                0.51698,                0.95054,                0.64393,                0.51458,                0.55354,                0.34046,                0.57583,                0.55224,                0.53053,                0.27773,                 1.4584,                 2.7951,                 1.3077,                  1.692,              0.0022681,              0.0022681,              0.0022681
                    783,                0.68788,                 0.9608,                0.50134,                 0.9551,                0.70183,                0.49216,                0.55715,                0.33725,                0.56007,                0.52931,                0.51431,                0.27099,                 1.4707,                 2.6739,                 1.2907,                 1.7179,              0.0022582,              0.0022582,              0.0022582
                    784,                0.68019,                0.97186,                0.49261,                0.95246,                0.65744,                0.51743,                0.55334,                0.34037,                0.66934,                0.51242,                0.52564,                0.27542,                 1.4552,                 2.6872,                 1.3271,                   1.68,              0.0022483,              0.0022483,              0.0022483
                    785,                0.68306,                0.98132,                0.51252,                0.96334,                 0.6829,                0.53025,                0.57691,                0.35652,                0.67274,                0.51066,                0.52909,                0.27902,                  1.436,                  2.832,                 1.3354,                 1.6448,              0.0022384,              0.0022384,              0.0022384
                    786,                0.70524,                0.97854,                0.51456,                0.96664,                0.68816,                0.55029,                0.58325,                0.36551,                0.74709,                0.49092,                0.54223,                0.29252,                 1.4128,                 2.8488,                 1.2795,                 1.5976,              0.0022285,              0.0022285,              0.0022285
                    787,                0.69135,                0.97271,                0.51391,                0.95858,                0.62877,                0.55914,                0.58999,                0.36349,                0.61392,                0.55604,                0.54666,                0.29761,                 1.4242,                  2.812,                 1.2822,                 1.6012,              0.0022186,              0.0022186,              0.0022186
                    788,                0.69103,                0.94254,                0.50589,                0.95506,                0.67574,                 0.5537,                0.59842,                0.36783,                0.65536,                0.53325,                0.56296,                0.29013,                 1.4101,                 2.6389,                  1.262,                 1.5887,              0.0022087,              0.0022087,              0.0022087
                    789,                0.68699,                0.96737,                0.50392,                 0.9502,                 0.6906,                0.53701,                0.58376,                0.35812,                0.65865,                0.51138,                0.54319,                0.28409,                 1.4329,                 2.6648,                 1.3064,                 1.6079,              0.0021988,              0.0021988,              0.0021988
                    790,                0.67605,                0.96827,                0.50033,                0.95071,                0.65692,                0.54201,                0.57124,                 0.3543,                0.65245,                0.51637,                0.52852,                 0.2833,                 1.4482,                 2.8347,                 1.3382,                 1.6334,              0.0021889,              0.0021889,              0.0021889
                    791,                0.69449,                0.98812,                0.52194,                0.96351,                0.61885,                0.54059,                0.56481,                0.35164,                0.60715,                 0.5176,                0.52386,                0.27875,                 1.4309,                 2.8731,                 1.3386,                 1.6268,               0.002179,               0.002179,               0.002179
                    792,                0.69877,                 1.0396,                0.51496,                0.95249,                0.75263,                0.48291,                0.55485,                0.34604,                0.71913,                0.47877,                0.51613,                0.27469,                 1.4448,                 2.8871,                 1.3456,                 1.6519,              0.0021691,              0.0021691,              0.0021691
                    793,                0.70045,                0.99448,                0.51617,                0.95682,                0.68371,                 0.5188,                0.56488,                0.34052,                0.65571,                0.48814,                0.50246,                0.25947,                 1.4851,                 2.8815,                 1.3271,                  1.696,              0.0021592,              0.0021592,              0.0021592
                    794,                0.67132,                0.96252,                0.49623,                0.94756,                0.67231,                0.52516,                0.57098,                0.34136,                0.68708,                0.48431,                0.51215,                0.27079,                 1.4809,                 2.8846,                 1.3446,                 1.6843,              0.0021493,              0.0021493,              0.0021493
                    795,                0.68262,                0.96447,                0.50566,                0.95651,                0.64118,                 0.5437,                0.56812,                0.33898,                0.62237,                0.51661,                0.51132,                0.26345,                 1.4615,                 2.8639,                 1.4186,                 1.6534,              0.0021394,              0.0021394,              0.0021394
                    796,                0.68008,                 0.9511,                0.50304,                0.95302,                0.69803,                 0.4991,                0.56417,                0.34303,                0.64031,                0.49039,                 0.5178,                0.26669,                 1.4295,                  2.852,                 1.4268,                 1.5907,              0.0021295,              0.0021295,              0.0021295
                    797,                0.70617,                0.98221,                0.51544,                0.94888,                 0.6683,                0.51715,                0.55843,                0.34287,                 0.5853,                0.53828,                  0.522,                0.27906,                 1.4738,                 2.8427,                 1.4119,                 1.6254,              0.0021196,              0.0021196,              0.0021196
                    798,                0.70416,                0.99026,                0.52395,                0.96166,                0.63979,                0.51999,                0.57464,                0.34835,                0.55433,                0.52858,                0.51544,                 0.2798,                 1.4869,                 2.9241,                  1.359,                 1.6556,              0.0021097,              0.0021097,              0.0021097
                    799,                0.67453,                0.96166,                0.50511,                0.94294,                0.71295,                0.52483,                 0.5854,                0.35303,                0.70705,                0.49415,                  0.541,                0.28261,                 1.4734,                 2.8317,                 1.2917,                 1.6783,              0.0020998,              0.0020998,              0.0020998
                    800,                0.66322,                 0.9578,                0.49717,                0.94431,                0.69896,                0.51938,                0.57591,                0.34655,                 0.5777,                0.54519,                0.53018,                 0.2807,                 1.4503,                 2.9551,                  1.341,                 1.6682,              0.0020899,              0.0020899,              0.0020899
                    801,                0.67195,                0.95768,                0.49625,                0.94377,                0.61265,                0.55988,                0.56791,                0.34868,                 0.6104,                0.54501,                0.52998,                 0.2806,                  1.438,                 3.0183,                 1.3389,                 1.6681,                0.00208,                0.00208,                0.00208
                    802,                0.69026,                0.95077,                0.51229,                 0.9579,                0.63346,                0.54161,                0.55848,                0.34356,                0.63796,                0.53782,                0.53978,                0.28661,                  1.438,                 3.0187,                 1.3504,                 1.6524,              0.0020701,              0.0020701,              0.0020701
                    803,                0.68411,                0.96181,                0.50567,                0.95391,                0.60335,                0.57873,                0.55146,                0.33252,                0.60008,                 0.5502,                0.51889,                0.27659,                  1.455,                  2.889,                 1.3442,                 1.6697,              0.0020602,              0.0020602,              0.0020602
                    804,                0.70076,                0.98046,                0.51992,                0.95967,                0.61814,                0.55447,                0.55597,                0.33553,                0.63384,                0.56599,                0.55246,                 0.2852,                 1.4676,                 2.7089,                 1.3113,                  1.718,              0.0020503,              0.0020503,              0.0020503
                    805,                0.69567,                0.96814,                0.50934,                0.95595,                0.61047,                0.55585,                 0.5656,                  0.343,                 0.6152,                0.55511,                0.54244,                0.28173,                 1.4614,                 2.6756,                 1.2941,                 1.6951,              0.0020404,              0.0020404,              0.0020404
                    806,                0.70516,                0.96919,                0.50901,                0.95049,                0.63956,                0.55098,                0.56829,                0.34985,                0.62531,                0.54156,                0.53262,                0.27429,                 1.4472,                 2.7297,                 1.2991,                 1.6944,              0.0020305,              0.0020305,              0.0020305
                    807,                 0.7019,                0.98527,                 0.5117,                0.95907,                0.71387,                0.50729,                 0.5694,                0.35004,                0.60676,                0.53394,                0.52294,                0.26474,                 1.4322,                 2.7048,                 1.3136,                 1.6822,              0.0020206,              0.0020206,              0.0020206
                    808,                0.69962,                0.97983,                0.51418,                0.96328,                0.69298,                0.53948,                0.57924,                 0.3576,                0.68597,                0.50969,                0.52819,                0.27489,                 1.4419,                 2.7175,                 1.3083,                 1.6792,              0.0020107,              0.0020107,              0.0020107
                    809,                0.69805,                0.98766,                0.52047,                0.96138,                0.72251,                0.50671,                0.58633,                0.36087,                0.69421,                0.47568,                0.51724,                0.28381,                 1.5003,                 2.8208,                 1.2888,                 1.7306,              0.0020008,              0.0020008,              0.0020008
                    810,                0.69711,                0.95927,                0.51234,                0.96157,                0.63411,                0.53272,                0.58026,                 0.3527,                0.55049,                0.51427,                0.50661,                0.27737,                 1.5217,                 2.8514,                 1.3386,                 1.7258,              0.0019909,              0.0019909,              0.0019909
                    811,                0.68804,                0.97754,                0.50288,                0.95884,                0.62383,                0.55563,                0.57685,                0.35528,                0.59472,                0.53084,                0.50976,                0.27835,                 1.4812,                 2.7959,                  1.297,                 1.6722,               0.001981,               0.001981,               0.001981
                    812,                0.72216,                0.98639,                0.52335,                 0.9629,                0.66835,                0.53796,                0.57841,                 0.3485,                0.64386,                0.52056,                0.51977,                0.27415,                 1.4691,                 2.7925,                 1.2949,                 1.6545,              0.0019711,              0.0019711,              0.0019711
                    813,                0.68332,                 0.9712,                0.49904,                0.94667,                0.65063,                0.56382,                0.58362,                0.34861,                0.63581,                0.53606,                0.52736,                0.27773,                 1.4799,                 2.8354,                 1.3132,                 1.6631,              0.0019612,              0.0019612,              0.0019612
                    814,                0.67445,                0.96243,                  0.496,                0.93953,                 0.7314,                0.50985,                0.59172,                0.35935,                0.63385,                0.51358,                0.52888,                0.28488,                 1.4441,                 2.7959,                 1.2675,                  1.625,              0.0019513,              0.0019513,              0.0019513
                    815,                0.67935,                0.95392,                0.49643,                0.94927,                0.63529,                0.54666,                0.58314,                0.35915,                0.62571,                0.51817,                0.52891,                0.28749,                 1.4535,                 2.7832,                 1.3117,                 1.6193,              0.0019414,              0.0019414,              0.0019414
                    816,                0.66874,                0.96853,                0.48377,                0.93817,                0.61557,                0.57273,                 0.5762,                0.34875,                0.63787,                0.53944,                0.54549,                0.29679,                 1.4576,                 2.8681,                 1.3238,                 1.6619,              0.0019315,              0.0019315,              0.0019315
                    817,                0.67866,                  0.964,                0.50234,                0.95074,                0.64677,                0.54517,                0.57084,                0.34733,                0.63441,                0.51743,                0.52355,                 0.2805,                 1.4646,                 2.8446,                 1.3332,                 1.6832,              0.0019216,              0.0019216,              0.0019216
                    818,                0.66786,                0.92918,                0.50269,                0.94764,                0.66012,                0.52234,                0.56086,                0.34739,                0.62823,                0.50652,                0.52107,                0.27467,                 1.4722,                 2.9018,                 1.3287,                 1.7282,              0.0019117,              0.0019117,              0.0019117
                    819,                0.65686,                0.92309,                0.48411,                0.93705,                0.67797,                0.53071,                0.56309,                0.34789,                0.67329,                0.50613,                0.52461,                0.27449,                 1.4785,                 3.0076,                 1.3229,                 1.7115,              0.0019018,              0.0019018,              0.0019018
                    820,                0.66352,                0.94235,                0.48762,                0.93912,                 0.7283,                0.53172,                0.57524,                0.34917,                0.68527,                0.52001,                0.53189,                0.27767,                 1.5101,                 2.8283,                 1.3516,                 1.7047,              0.0018919,              0.0018919,              0.0018919
                    821,                0.67261,                0.93782,                0.50129,                0.94721,                0.71633,                0.53253,                0.55872,                0.34809,                0.68602,                0.53091,                0.52711,                0.28066,                 1.4857,                 2.7661,                 1.3584,                 1.7086,               0.001882,               0.001882,               0.001882
                    822,                0.65024,                0.92479,                0.49028,                0.94263,                0.74918,                0.53303,                0.58369,                0.35566,                0.72704,                0.50233,                0.53657,                0.28201,                 1.4393,                 2.7709,                  1.299,                 1.6604,              0.0018721,              0.0018721,              0.0018721
                    823,                0.66802,                0.93618,                0.49524,                0.94837,                 0.7216,                0.51954,                0.58286,                 0.3519,                0.66402,                0.52287,                0.53153,                0.27716,                 1.4354,                 2.8349,                  1.328,                 1.6639,              0.0018622,              0.0018622,              0.0018622
                    824,                0.68416,                  0.965,                0.50219,                0.94371,                 0.6901,                0.55579,                0.58526,                0.35359,                0.66866,                0.54955,                0.53705,                0.28569,                 1.4278,                 2.8937,                 1.2846,                 1.6648,              0.0018523,              0.0018523,              0.0018523
                    825,                0.66288,                0.94342,                0.49446,                0.94055,                0.66586,                0.54417,                0.58685,                0.36176,                0.67895,                0.53856,                0.54039,                0.29472,                 1.4132,                 2.8758,                 1.2738,                 1.6512,              0.0018424,              0.0018424,              0.0018424
                    826,                0.64843,                0.93836,                0.48722,                0.93785,                0.68501,                0.53703,                0.58573,                0.36549,                0.67078,                0.53375,                  0.545,                0.30001,                  1.407,                 2.8201,                  1.287,                 1.6336,              0.0018325,              0.0018325,              0.0018325
